https://www.CryptoDataDownload.com
id,unix,date,symbol,open,high,low,close,volto,volfrom
9929471,1590710400,2020-05-29 00:00:00,LTC/USD,44.76,45.37,44.16,44.48,94083.82233789,4184848.417589347
9929472,1590624000,2020-05-28 00:00:00,LTC/USD,43.85,44.88,43.15,44.75,97888.52376408,4380511.43844258
9929473,1590537600,2020-05-27 00:00:00,LTC/USD,42.27,43.98,42.23,43.87,86956.32239818,3814773.8636081563
9929474,1590451200,2020-05-26 00:00:00,LTC/USD,42.97,43.07,41.79,42.29,74651.4929374,3157011.6363226464
9929475,1590364800,2020-05-25 00:00:00,LTC/USD,42.08,43.31,41.76,42.97,81678.15561368,3509710.34671983
9929476,1590278400,2020-05-24 00:00:00,LTC/USD,43.86,44.56,42.04,42.06,98282.48599049,4133761.3607600094
9929477,1590192000,2020-05-23 00:00:00,LTC/USD,44.25,44.75,43.68,43.85,50438.27297605,2211718.269999793
9929478,1590105600,2020-05-22 00:00:00,LTC/USD,42.69,44.68,42.32,44.22,128211.54030337,5669514.312215021
9929479,1590019200,2020-05-21 00:00:00,LTC/USD,44.23,44.63,41.53,42.68,159270.83651021,6797679.302255763
9929480,1589932800,2020-05-20 00:00:00,LTC/USD,45.77,46.2,42.94,44.21,180901.18096472,7997641.210450271
9929481,1589846400,2020-05-19 00:00:00,LTC/USD,45.32,45.86,44.07,45.76,132536.74382185,6064881.397287855
9929482,1589760000,2020-05-18 00:00:00,LTC/USD,43.66,47.5,43.64,45.32,353209.40697848,16007450.324264713
9929483,1589673600,2020-05-17 00:00:00,LTC/USD,43.21,44.5,43.08,43.7,119367.86305995,5216375.615719816
9929484,1589587200,2020-05-16 00:00:00,LTC/USD,42.7,43.88,42.5,43.27,88025.82432655,3808877.418609819
9929485,1589500800,2020-05-15 00:00:00,LTC/USD,44.01,44.16,41.89,42.7,155228.8275706,6628270.93726462
9929486,1589414400,2020-05-14 00:00:00,LTC/USD,43.27,44.42,42.28,44.02,162135.91610805,7137223.027076362
9929487,1589328000,2020-05-13 00:00:00,LTC/USD,42.23,43.82,41.99,43.26,132447.47637696,5729677.828067289
9929488,1589241600,2020-05-12 00:00:00,LTC/USD,41.5,42.87,41.31,42.26,143902.57982042,6081323.023210949
9929489,1589155200,2020-05-11 00:00:00,LTC/USD,42.1,43.14,39.34,41.52,281292.33084005,11679257.576478878
9929490,1589068800,2020-05-10 00:00:00,LTC/USD,46.95,47.0,39.98,42.15,484171.80872952,20407841.737949267
9929491,1588982400,2020-05-09 00:00:00,LTC/USD,47.73,49.12,46.66,46.94,232097.73092766,10894667.48974436
9929492,1588896000,2020-05-08 00:00:00,LTC/USD,47.43,48.5,46.4,47.74,237192.90734679,11323589.396735754
9929493,1588809600,2020-05-07 00:00:00,LTC/USD,45.04,48.25,44.5,47.46,240753.29452893,11426151.358343018
9929494,1588723200,2020-05-06 00:00:00,LTC/USD,46.62,47.64,44.47,45.06,172293.22309713,7763532.632756677
9929495,1588636800,2020-05-05 00:00:00,LTC/USD,47.07,47.84,45.79,46.58,124117.70076311,5781402.501545664
9929496,1588550400,2020-05-04 00:00:00,LTC/USD,48.16,48.27,45.26,47.07,205771.88311552,9685682.538247526
9929497,1588464000,2020-05-03 00:00:00,LTC/USD,49.26,49.99,46.71,48.15,170361.07436819,8202885.730828348
9929498,1588377600,2020-05-02 00:00:00,LTC/USD,47.11,49.64,46.79,49.26,146295.03624369,7206493.485364169
9929499,1588291200,2020-05-01 00:00:00,LTC/USD,46.39,48.36,46.36,47.11,145467.33322019,6852966.068003151
9929500,1588204800,2020-04-30 00:00:00,LTC/USD,48.86,50.96,45.78,46.39,469948.73458496,21800921.797396295
9929501,1588118400,2020-04-29 00:00:00,LTC/USD,45.79,50.19,45.65,48.85,433999.85075309,21200892.709288448
